# {'device': 'mps', 'vocab': 50277, 'dead_token': 50, 'dead_token_str': "'Q'", 'arch': 'causal', 'model': 'RWKV/rwkv-4-169m-pile', 'freq_penalty': 0.0}
# dead token 50 = 'Q' shown as '.'
g   0 | . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . XIII . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
g 100 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 101 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 102 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 103 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 104 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 105 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 106 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 107 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 108 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 109 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 110 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 111 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 112 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 113 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 114 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 115 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 116 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 117 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 118 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 119 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
g 120 | . : _ _ How to get the value of a variable in a function ? _ _ I have a function that takes a variable and returns the value of that variable . _ I want to get the value of the variable that is passed to the function . _ I tried this : _ function get _ value ( value ) { _ _ return value ; _ } _ _ But it gives me an error : _ _ Un defined variable : value _ _ I tried to use get _
